country_code,date,likes,place_full_name,place_name,place_type,retweets,text,verified,Sentiment Label,city,state_id,state_name,county_name,lat,lng,round_date
US,2021-05-14 22:12:58,1.0,"San Diego, CA",San Diego,city,0.0,even if you are vaccinated you can still get covid my work might have to close again because vacc,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-14 22:00:00
US,2021-05-14 22:12:44,6.0,"Minneapolis, MN",Minneapolis,city,0.0,first time since covid that kid has asked me if m boy or girl amp honestly ve missed it,0.0,1,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2021-05-14 22:00:00
US,2021-05-14 22:12:04,1.0,"Bakersfield, CA",Bakersfield,city,0.0,finally got my first vaccine dose today one more to go,0.0,1,Bakersfield,CA,California,Kern,35.3529,-119.0359,2021-05-14 22:00:00
US,2021-05-14 22:11:09,0.0,"Bloomfield, NJ",Bloomfield,city,0.0,covid 19 might be keeping many of us from traveling but we can explore the world through the radio airwaves tune,0.0,1,,,,,,,2021-05-14 22:00:00
US,2021-05-14 22:11:06,1.0,"Grapevine, TX",Grapevine,city,0.0,these vaccines are not preventative they effectively reduce hospitalizations and deaths but they c,0.0,0,Grapevine,TX,Texas,Tarrant,32.9343,-97.0744,2021-05-14 22:00:00
US,2021-05-14 22:09:29,5.0,"Olympia, WA",Olympia,city,0.0,but voted against kansas health care workers getting covid relief checks the mul,0.0,1,Olympia,WA,Washington,Thurston,47.0417,-122.8959,2021-05-14 22:00:00
US,2021-05-14 22:09:00,0.0,"San Diego, CA",San Diego,city,0.0,glad you are doing well jordan have seen terrible suffering and horrible deaths due to covid 19,0.0,0,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-14 22:00:00
US,2021-05-14 22:08:00,0.0,"San Francisco, CA",San Francisco,city,0.0,career tip for landing jobs like ca pharmacist covid vaccine support in ca go on informational interviews,0.0,1,San Francisco,CA,California,San Francisco,37.7562,-122.443,2021-05-14 22:00:00
US,2021-05-14 22:07:53,0.0,"North Las Vegas, NV",North Las Vegas,city,0.0,fyi under hipaa immunization records are protected health information alexander notes therefore whether an emp,0.0,1,North Las Vegas,NV,Nevada,Clark,36.288,-115.0901,2021-05-14 22:00:00
US,2021-05-14 22:07:28,3.0,"Seattle, WA",Seattle,city,0.0,considering the percentage of people who think biden lost the election and that covid is hoax that seems low to me,0.0,0,Seattle,WA,Washington,King,47.6211,-122.3244,2021-05-14 22:00:00
US,2021-05-14 22:07:27,0.0,"Walnut, CA",Walnut,city,0.0,i not sure the rush to get covid vaccinated is justified if half the cdc fda haven bothered to by now,0.0,0,Walnut,CA,California,Los Angeles,34.0334,-117.8593,2021-05-14 22:00:00
US,2021-05-14 22:06:29,0.0,"Vestavia Hills, AL",Vestavia Hills,city,0.0,bruh it about people being selfish for choosing not to do something to protect othe,0.0,0,Vestavia Hills,AL,Alabama,Jefferson,33.4518,-86.7438,2021-05-14 22:00:00
US,2021-05-14 22:06:02,1.0,"Hazel Dell North, WA",Hazel Dell North,city,0.0,lol would just tell the ones suspect didn actually get vaccine that you still aren booking appoi,0.0,1,,,,,,,2021-05-14 22:00:00
US,2021-05-14 22:06:01,0.0,"West Palm Beach, FL",West Palm Beach,city,0.0,well schools and daycares can ask about vaccinations without infringing hipaa some districts even require a,0.0,1,West Palm Beach,FL,Florida,Palm Beach,26.7468,-80.1316,2021-05-14 22:00:00
US,2021-05-14 22:05:21,3.0,"Redondo Beach, CA",Redondo Beach,city,0.0,i miss being able to buy shoes that like instead,0.0,1,Redondo Beach,CA,California,Los Angeles,33.8574,-118.3766,2021-05-14 22:00:00
US,2021-05-14 22:05:09,71.0,"Seattle, WA",Seattle,city,13.0,this is cult imagine refraining from kissing someone the entirety of covid,0.0,1,Seattle,WA,Washington,King,47.6211,-122.3244,2021-05-14 22:00:00
US,2021-05-14 22:04:40,0.0,"Austin, TX",Austin,city,0.0,bill maher 8 new york yankees all vaccinated and now covid positive and people want to lift the mask mandate st,0.0,1,Austin,TX,Texas,Travis,30.3004,-97.7522,2021-05-14 22:00:00
US,2021-05-14 22:03:39,3.0,"Brooklyn, NY",Brooklyn,city,0.0,i don understand how you can be in nyc and not have your vaccine there are literally mobile vaccination vans on,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-14 22:00:00
US,2021-05-14 22:03:20,0.0,"Fresno, CA",Fresno,city,0.0,covid pounds,0.0,1,Fresno,CA,California,Fresno,36.7831,-119.7941,2021-05-14 22:00:00
US,2021-05-14 22:02:51,4.0,"North Richland Hills, TX",North Richland Hills,city,1.0,covid season 2020 21 reel first full year with huge shoutout for helping me ge,0.0,1,North Richland Hills,TX,Texas,Tarrant,32.8605,-97.218,2021-05-14 22:00:00
US,2021-05-14 22:02:27,0.0,"Manhattan, NY",Manhattan,city,0.0,elder vaccine initiative in the harlem community,0.0,1,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-14 22:00:00
US,2021-05-14 22:01:59,0.0,"Boston, MA",Boston,city,0.0,with almost 2 3 of the usa not fully vaccinated this is like guy telling chick they can get them pregnant us,0.0,1,Boston,MA,Massachusetts,Suffolk,42.3188,-71.0846,2021-05-14 22:00:00
US,2021-05-14 22:01:08,4.0,"Manhattan, NY",Manhattan,city,0.0,exactly what wrong with healthcare in the us incentivizing people to get vaccine to protect you from virus t,0.0,0,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-14 22:00:00
US,2021-05-14 22:00:57,4.0,"San Francisco, CA",San Francisco,city,0.0,hit the youth attack drop while getting my vaccine,0.0,0,San Francisco,CA,California,San Francisco,37.7562,-122.443,2021-05-14 22:00:00
US,2021-05-14 22:00:07,0.0,"Cartersville, GA",Cartersville,city,0.0,these are some interesting students comments comparing online learning during covid to in person learning,0.0,1,Cartersville,GA,Georgia,Bartow,34.1639,-84.8007,2021-05-14 22:00:00
US,2021-05-14 21:59:42,0.0,"North Druid Hills, GA",North Druid Hills,city,0.0,covid really over lmao,0.0,1,North Druid Hills,GA,Georgia,DeKalb,33.8186,-84.3254,2021-05-14 21:00:00
US,2021-05-14 21:59:39,0.0,"Medfield, MA",Medfield,city,0.0,cvs health is looking for teammates like you see our latest pharmacy technician retail store job openings inclu,0.0,1,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:58:18,0.0,"Jefferson City, TN",Jefferson City,city,0.0,click the link in our bio to see currently open pharmacy technician retail store jobs like pharmacy technician,0.0,1,Jefferson City,TN,Tennessee,Jefferson,36.1197,-83.4838,2021-05-14 21:00:00
US,2021-05-14 21:58:07,0.0,"Mount Pleasant, SC",Mount Pleasant,city,0.0,if your vaccinated then other people with no masks should absolutely bother you should be opposit,0.0,0,Mount Pleasant,SC,South Carolina,Charleston,32.8538,-79.8204,2021-05-14 21:00:00
US,2021-05-14 21:57:46,8.0,"Chicago, IL",Chicago,city,1.0,just as some poss sole purpose is 2 bring harm 2 innocent people you can bet that those who know,0.0,0,Chicago,IL,Illinois,Cook,41.8373,-87.6862,2021-05-14 21:00:00
US,2021-05-14 21:57:33,0.0,"Las Vegas, NV",Las Vegas,city,0.0,fda nih amp cdc admitting in testimony est 40 probably more of their employees arent taking the vaccine say a,0.0,1,Las Vegas,NV,Nevada,Clark,36.2333,-115.2654,2021-05-14 21:00:00
US,2021-05-14 21:57:13,2.0,"Thornton, CO",Thornton,city,0.0,for the record and have been covid vaccinated completely since the end of april 2nd vaccine beat on,0.0,1,Thornton,CO,Colorado,Adams,39.9197,-104.9438,2021-05-14 21:00:00
US,2021-05-14 21:56:38,0.0,"Portland, OR",Portland,city,0.0,i don really have problem with that until and unless herd immunity is reached all this kowtowing to people wh,0.0,0,Portland,OR,Oregon,Multnomah,45.5372,-122.65,2021-05-14 21:00:00
US,2021-05-14 21:56:31,0.0,"Fairfield, CA",Fairfield,city,0.0,conversely no one should be bullied for wearing mask amp or getting the vaccine yet her,0.0,0,Fairfield,CA,California,Solano,38.2592,-122.0324,2021-05-14 21:00:00
US,2021-05-14 21:56:08,0.0,"St Charles, MD",St Charles,city,0.0,can you recommend anyone for this job pharmacy technician covid 19 vaccine support md,0.0,1,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:55:40,0.0,"Mullins, SC",Mullins,city,0.0,interested in job in mullins sc this could be great fit,1.0,1,Mullins,SC,South Carolina,Marion,34.2042,-79.2535,2021-05-14 21:00:00
US,2021-05-14 21:55:09,0.0,"Washington, DC",Washington,city,0.0,also,0.0,1,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,2021-05-14 21:00:00
US,2021-05-14 21:55:00,1.0,"Minneapolis, MN",Minneapolis,city,0.0,had moderna 2 yesterday and am on my death bed,0.0,0,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2021-05-14 21:00:00
US,2021-05-14 21:53:42,0.0,"Massillon, OH",Massillon,city,0.0,has anyone felt sick even with your first covid shot feel like m going to just,0.0,0,Massillon,OH,Ohio,Stark,40.7838,-81.5254,2021-05-14 21:00:00
US,2021-05-14 21:53:25,0.0,"Casas Adobes, AZ",Casas Adobes,city,0.0,i doubt we ll ever get to herd too many covidiot holes so get used to it 30 will never get sh,0.0,0,Casas Adobes,AZ,Arizona,Pima,32.3423,-111.0114,2021-05-14 21:00:00
US,2021-05-14 21:53:23,0.0,"Phoenix, AZ",Phoenix,city,0.0,the only school in the group that lists all their covid players as sophomores to my knowledge was sta,0.0,1,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0891,2021-05-14 21:00:00
US,2021-05-14 21:53:19,5.0,"Elon, NC",Elon,city,0.0,with the new cdc guidance it hard to imagine that the occup health regs meant to protect workers from covid 19,0.0,1,Elon,NC,North Carolina,Alamance,36.1014,-79.5085,2021-05-14 21:00:00
US,2021-05-14 21:52:49,0.0,"Montclair, NJ",Montclair,city,0.0,stupid someone could have asked him how he expects to get to 7,0.0,0,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:52:28,1.0,"Huntington Beach, CA",Huntington Beach,city,0.0,eight yankee players test positive for covid 19 why the answer is the dumb shits took the cheapes,0.0,0,Huntington Beach,CA,California,Orange,33.696,-118.0025,2021-05-14 21:00:00
US,2021-05-14 21:51:59,1.0,"Arlington, VA",Arlington,city,0.0,you can get the virus if you re vaccinated know people who have the va,0.0,1,Arlington,VA,Virginia,Arlington,38.8786,-77.1011,2021-05-14 21:00:00
US,2021-05-14 21:51:16,1.0,"Houston, TX",Houston,city,0.0,some of all really got the vaccine,0.0,1,Houston,TX,Texas,Harris,29.7863,-95.3889,2021-05-14 21:00:00
US,2021-05-14 21:51:03,2.0,"Manhattan, NY",Manhattan,city,1.0,american housewife would have been renewed if they had just done covid season am right,0.0,1,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-14 21:00:00
US,2021-05-14 21:50:59,0.0,"Brooklyn, NY",Brooklyn,city,0.0,with pre covid in shot on with a,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-14 21:00:00
US,2021-05-14 21:50:49,0.0,"Queens, NY",Queens,city,0.0,mutual aid group distributed weekly newsletter during peak covid that touched on anti blackness covi,0.0,0,Queens,NY,New York,Queens,40.7498,-73.7976,2021-05-14 21:00:00
US,2021-05-14 21:50:35,5.0,"Elkview, WV",Elkview,city,3.0,we re at elkview baptist church until 7 m doing covid 19 vaccines no appointments necessary,0.0,0,Elkview,WV,West Virginia,Kanawha,38.4327,-81.4771,2021-05-14 21:00:00
US,2021-05-14 21:50:06,0.0,"Brooklyn, NY",Brooklyn,city,0.0,the ioc the vision of the int olympic committee is to build better world through sport also the ioc japan s,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-14 21:00:00
US,2021-05-14 21:50:01,0.0,"Fairview, OR",Fairview,city,0.0,can you recommend anyone for this job pharmacist covid vaccine support,1.0,1,Fairview,OR,Oregon,Multnomah,45.5471,-122.4391,2021-05-14 21:00:00
US,2021-05-14 21:49:59,9.0,"Houston, TX",Houston,city,3.0,i just want to thank god that never got covid throughout over 15 months that we ve been in this pandemic thank,0.0,1,Houston,TX,Texas,Harris,29.7863,-95.3889,2021-05-14 21:00:00
US,2021-05-14 21:49:50,0.0,"Brooklyn, NY",Brooklyn,city,0.0,why is the vaccine center outsourced when ny needs jobs,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-14 21:00:00
US,2021-05-14 21:49:11,0.0,"Sunbury, PA",Sunbury,city,0.0,i think we will learn who is non vaxxer when they get ill and possibly die keep my covid vax card in my wallet,0.0,0,Sunbury,PA,Pennsylvania,Northumberland,40.8617,-76.7874,2021-05-14 21:00:00
US,2021-05-14 21:48:34,0.0,"Grand Rapids, MI",Grand Rapids,city,0.0,survey days 20 per cent of republicans say that they will not get vacinated some claim covid is not real where,0.0,1,Grand Rapids,MI,Michigan,Kent,42.962,-85.6562,2021-05-14 21:00:00
US,2021-05-14 21:48:34,0.0,"Carefree, AZ",Carefree,city,0.0,what took you so long to get your vaccine,0.0,1,Carefree,AZ,Arizona,Maricopa,33.8234,-111.9161,2021-05-14 21:00:00
US,2021-05-14 21:48:03,9.0,"Camden, NJ",Camden,city,1.0,riding patco for the first time since covid missed trains,0.0,0,Camden,NJ,New Jersey,Camden,39.9362,-75.1073,2021-05-14 21:00:00
US,2021-05-14 21:46:52,0.0,"Meraux, LA",Meraux,city,0.0,pfizer moderna vaccines found to be 94 percent effective in health workers in cdc largest such study,0.0,1,Meraux,LA,Louisiana,St. Bernard,29.9284,-89.9179,2021-05-14 21:00:00
US,2021-05-14 21:46:38,0.0,"Affton, MO",Affton,city,0.0,still on the honor system,0.0,1,Affton,MO,Missouri,St. Louis,38.5499,-90.3264,2021-05-14 21:00:00
US,2021-05-14 21:46:12,0.0,"San Francisco, CA",San Francisco,city,0.0,the death penalty is morally reprehensible but the math on the amount of suffering and death that,0.0,0,San Francisco,CA,California,San Francisco,37.7562,-122.443,2021-05-14 21:00:00
US,2021-05-14 21:46:00,0.0,"Nashville, TN",Nashville,city,0.0,so the people not wanting to take the vaccine were always masking up,0.0,1,Nashville,TN,Tennessee,Davidson,36.1715,-86.7843,2021-05-14 21:00:00
US,2021-05-14 21:45:35,0.0,"Columbus, OH",Columbus,city,0.0,people are so paranoid it just shot vaccine take it or don take it,0.0,0,Columbus,OH,Ohio,Franklin,39.9862,-82.985,2021-05-14 21:00:00
US,2021-05-14 21:45:15,1.0,"Fort Worth, TX",Fort Worth,city,0.0,they giving out scholarships and million dollar checks to random people who get the covid vaccine if that not th,0.0,1,Fort Worth,TX,Texas,Tarrant,32.7811,-97.3473,2021-05-14 21:00:00
US,2021-05-14 21:45:02,0.0,"Washington, DC",Washington,city,0.0,hbo real time with bill maher cancelled this week after it host tests positive for,0.0,1,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,2021-05-14 21:00:00
US,2021-05-14 21:44:56,3.0,"Santa Monica, CA",Santa Monica,city,0.0,the happiest place on earth right now is the post covid vaccine 15 minute waiting area fuq disney,0.0,1,Santa Monica,CA,California,Los Angeles,34.0232,-118.4813,2021-05-14 21:00:00
US,2021-05-14 21:43:17,0.0,"Los Angeles, CA",Los Angeles,city,0.0,why do feel like so many more people will all of sudden be vaccinated just so they can go massless see,0.0,1,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-14 21:00:00
US,2021-05-14 21:43:06,2.0,"San Diego, CA",San Diego,city,0.0,june 15th will be here before you know it the light is visible at the end of the covid 19 tunnel hang in there,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-14 21:00:00
US,2021-05-14 21:42:55,0.0,"Arlington, VA",Arlington,city,0.0,there is no way to validate who is vaccinated amp who isn so the unvaccinated who doesn want to wear,0.0,1,Arlington,VA,Virginia,Arlington,38.8786,-77.1011,2021-05-14 21:00:00
US,2021-05-14 21:42:49,0.0,"Urbandale, IA",Urbandale,city,0.0,please just get vaccinated did,0.0,1,Urbandale,IA,Iowa,Polk,41.639,-93.7813,2021-05-14 21:00:00
US,2021-05-14 21:42:01,0.0,"Fairview Shores, FL",Fairview Shores,city,0.0,since they lifted these mask guidelines d like to be the first to say fuck everyone that takes their mask off of,0.0,0,Fairview Shores,FL,Florida,Orange,28.602,-81.3948,2021-05-14 21:00:00
US,2021-05-14 21:41:47,0.0,"Delaware, OH",Delaware,city,0.0,bill maher got the vaccination and still got covid,0.0,1,Delaware,OH,Ohio,Delaware,40.2866,-83.0747,2021-05-14 21:00:00
US,2021-05-14 21:41:43,1487.0,"Washington, DC",Washington,city,139.0,you ll know the pandemic is really over when covid cases and deaths start rising in the fall winter in low vaccinat,1.0,0,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,2021-05-14 21:00:00
US,2021-05-14 21:41:36,0.0,"Hendersonville, TN",Hendersonville,city,0.0,one more reminder about our show tomorrow night saturday may 15 at dee country cocktail lounge 102 palesti,0.0,1,Hendersonville,TN,Tennessee,Sumner,36.3063,-86.5998,2021-05-14 21:00:00
US,2021-05-14 21:41:18,0.0,"Williamstown, NJ",Williamstown,city,0.0,yeah because that makes soooo much sense keep up with this bullshit asshole,0.0,0,Williamstown,NJ,New Jersey,Gloucester,39.6874,-74.9786,2021-05-14 21:00:00
US,2021-05-14 21:41:10,0.0,"Manhattan, NY",Manhattan,city,0.0,i think that is 2 part covid specific problem schools being closed removes free dayca,0.0,1,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-14 21:00:00
US,2021-05-14 21:41:08,0.0,"St Paul, MN",St Paul,city,0.0,only problem with the mask dropping is that the people not wearing masks will be the people who never got the vacci,0.0,0,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:40:53,0.0,"Sacramento, CA",Sacramento,city,0.0,this been working with the public everyday since covid hit and this happens every damn day please,0.0,0,Sacramento,CA,California,Sacramento,38.5667,-121.4683,2021-05-14 21:00:00
US,2021-05-14 21:40:42,0.0,"San Diego, CA",San Diego,city,0.0,thank you jordan as registered nurse have been through covid 19 h1n1 and zika pandemics w,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-14 21:00:00
US,2021-05-14 21:39:52,0.0,"Williamsburg, VA",Williamsburg,city,0.0,so williamsburg is bust everything closed thanks covid,0.0,1,Williamsburg,VA,Virginia,Williamsburg,37.2692,-76.7076,2021-05-14 21:00:00
US,2021-05-14 21:39:36,0.0,"Manhattan, NY",Manhattan,city,0.0,the silliest part of covid was straights thinking they invented bug chasing manhattan new york,0.0,1,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-14 21:00:00
US,2021-05-14 21:39:28,1.0,"Dillon, CO",Dillon,city,0.0,rep doug lamborn fights lawsuit claiming reckless response to covid 19 pandemic,0.0,0,Dillon,CO,Colorado,Summit,39.6213,-106.0392,2021-05-14 21:00:00
US,2021-05-14 21:39:19,0.0,"Austin, TX",Austin,city,1.0,i vaccinated but still wear my mask if 8 players from the yankees who are vaccinated just got covi,0.0,1,Austin,TX,Texas,Travis,30.3004,-97.7522,2021-05-14 21:00:00
US,2021-05-14 21:38:42,0.0,"Canton, MA",Canton,city,0.0,it none of your business if someone else has received their as long as you ve received yours you re safe,0.0,1,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:38:41,0.0,"Los Angeles, CA",Los Angeles,city,0.0,i cant with these morons,0.0,1,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-14 21:00:00
US,2021-05-14 21:37:58,1.0,"Phoenix, AZ",Phoenix,city,0.0,so did 8 ny yankees turns out the whole team had amp vaccines seems like major sports teams should hav,0.0,1,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0891,2021-05-14 21:00:00
US,2021-05-14 21:37:52,3.0,"Clearwater, FL",Clearwater,city,0.0,getting the first dose for the vaccine tomorrow,0.0,1,Clearwater,FL,Florida,Pinellas,27.9789,-82.7622,2021-05-14 21:00:00
US,2021-05-14 21:37:48,0.0,"Austin, TX",Austin,city,0.0,and m the karen no m vaccinated but still wear my mask if you really watched the news,0.0,0,Austin,TX,Texas,Travis,30.3004,-97.7522,2021-05-14 21:00:00
US,2021-05-14 21:37:44,0.0,"Minneapolis, MN",Minneapolis,city,0.0,first beer out sorta since covid drinking the great silence by at,0.0,1,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2021-05-14 21:00:00
US,2021-05-14 21:37:36,0.0,"Sandy Springs, GA",Sandy Springs,city,0.0,obviously from my first covid shot you re supposed to get it in the leg right and totally not from playing pain,0.0,1,Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,2021-05-14 21:00:00
US,2021-05-14 21:37:22,0.0,"Austin, TX",Austin,city,0.0,and m the karen no m vaccinated but still wear my mask if you really watched,0.0,0,Austin,TX,Texas,Travis,30.3004,-97.7522,2021-05-14 21:00:00
US,2021-05-14 21:37:16,8.0,"Redlands, CA",Redlands,city,2.0,the vaccines do not prevent you from catching covid they just reduce the seriousness of the symptoms stop trying t,0.0,0,Redlands,CA,California,San Bernardino,34.0511,-117.1712,2021-05-14 21:00:00
US,2021-05-14 21:36:27,0.0,"Tucson, AZ",Tucson,city,0.0,lmao right as end my semester of school life said here a little present for you congrats bitch you now have covid,0.0,1,Tucson,AZ,Arizona,Pima,32.1545,-110.8782,2021-05-14 21:00:00
US,2021-05-14 21:35:35,0.0,"San Diego, CA",San Diego,city,0.0,the mask vaccine fauci media and covid is so full of bs,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-14 21:00:00
US,2021-05-14 21:35:29,0.0,"Bethpage, NY",Bethpage,city,0.0,so what the deal with getting the vaccine is it going to make the virus non life threatening or some,0.0,0,Bethpage,NY,New York,Nassau,40.7495,-73.4856,2021-05-14 21:00:00
US,2021-05-14 21:35:24,0.0,"Bellevue, WA",Bellevue,city,0.0,got my vaccine so can hit the streets and party,0.0,1,Bellevue,WA,Washington,King,47.5951,-122.1535,2021-05-14 21:00:00
US,2021-05-14 21:34:57,61.0,"Denver, CO",Denver,city,0.0,anyone else head spinning with so many covid updates live music announcements life is going very fast you guys,0.0,1,Denver,CO,Colorado,Denver,39.7621,-104.8759,2021-05-14 21:00:00
US,2021-05-14 21:34:36,0.0,"Des Plaines, IL",Des Plaines,city,0.0,got my 2nd covid vaccine today it really hitting me hard m dead at least m home,0.0,0,Des Plaines,IL,Illinois,Cook,42.0345,-87.9009,2021-05-14 21:00:00
US,2021-05-14 21:34:17,0.0,"Odessa, TX",Odessa,city,0.0,the cdc effective ended the covid pandemic now people gotta choose their virtue signal lol,0.0,1,Odessa,TX,Texas,Ector,31.8831,-102.3406,2021-05-14 21:00:00
US,2021-05-14 21:33:44,0.0,"Indian Lake, TX",Indian Lake,city,0.0,fact get vaccinated mask optional no vaccine mask is required to keep stupid people safe just like s,0.0,0,Indian Lake,TX,Texas,Cameron,26.0877,-97.5027,2021-05-14 21:00:00
US,2021-05-14 21:33:41,3.0,"Los Angeles, CA",Los Angeles,city,1.0,don panic the vaccine works some people can still get covid if fully vaccinated this is why you don do stup,0.0,0,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-14 21:00:00
US,2021-05-14 21:33:40,0.0,"Houston, TX",Houston,city,0.0,i getting the pfizer one,0.0,1,Houston,TX,Texas,Harris,29.7863,-95.3889,2021-05-14 21:00:00
US,2021-05-14 21:33:06,1.0,"Breñas, USA",Breñas,city,0.0,had to take covid test while in pr luckily came out negative thank god,0.0,1,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:32:13,8.0,"Brooklyn, NY",Brooklyn,city,3.0,us govt during friends covid saying bye,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-14 21:00:00
US,2021-05-14 21:31:47,0.0,"Davison, MI",Davison,city,0.0,it sucks when the adults around you don take anything seriously like m sorry but covid has ruined all of my plans for almost 2 years,0.0,0,Davison,MI,Michigan,Genesee,43.0319,-83.5186,2021-05-14 21:00:00
US,2021-05-14 21:31:31,16.0,"Virginia Beach, VA",Virginia Beach,city,1.0,it has been long 8 months of stress with covid opening up facility during the pandemic cannot wait for may 2,0.0,0,Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435,2021-05-14 21:00:00
US,2021-05-14 21:31:13,0.0,"Monroe, GA",Monroe,city,0.0,if you re looking for work in ga check out this pharmacy technician retail store job via the link in ou,0.0,1,Monroe,GA,Georgia,Walton,33.799,-83.716,2021-05-14 21:00:00
US,2021-05-14 21:30:29,0.0,"St Paul, MN",St Paul,city,0.0,lifted the today,0.0,1,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:30:27,0.0,"Jamestown, NY",Jamestown,city,0.0,and it went through all the processes of any other vaccine but inst,0.0,1,Jamestown,NY,New York,Chautauqua,42.0975,-79.2366,2021-05-14 21:00:00
US,2021-05-14 21:30:21,0.0,"Deerwood, MN",Deerwood,city,0.0,3 3 unvaccinated people have died worldwide from covid hmmmmm,0.0,0,Deerwood,MN,Minnesota,Crow Wing,46.4729,-93.9,2021-05-14 21:00:00
US,2021-05-14 21:30:01,1.0,"Seattle, WA",Seattle,city,0.0,coincidentally got my first moderna shot two weeks ago we should have our test results later today,0.0,1,Seattle,WA,Washington,King,47.6211,-122.3244,2021-05-14 21:00:00
US,2021-05-14 21:29:17,0.0,"Jefferson, OH",Jefferson,city,0.0,so is putting my kid safety on the vaccine honor system really we are really going to trust people to,0.0,1,Jefferson,OH,Ohio,Ashtabula,41.7384,-80.7689,2021-05-14 21:00:00
US,2021-05-14 21:28:19,12.0,"San Antonio, TX",San Antonio,city,1.0,thanks for giving the anti vaxers an early christmas present if they weren getting the vaccine to b,0.0,1,San Antonio,TX,Texas,Bexar,29.4658,-98.5253,2021-05-14 21:00:00
US,2021-05-14 21:28:08,0.0,"Londontowne, MD",Londontowne,city,0.0,opinion how americans increasingly unruly plane behavior puts everyone at risk as mr rogers said look for,0.0,0,,,,,,,2021-05-14 21:00:00
US,2021-05-14 21:28:03,0.0,"Buena Park, CA",Buena Park,city,0.0,my sisters pass keeps saying it expired even though it was extended by knott due to closure because of covid and,0.0,1,Buena Park,CA,California,Orange,33.8572,-118.0046,2021-05-14 21:00:00
US,2021-05-14 21:28:00,3.0,"Raleigh, NC",Raleigh,city,2.0,congratulations graduates we re so proud of you celebrate with the freight train blues concert this weekend get,0.0,1,Raleigh,NC,North Carolina,Wake,35.8325,-78.6435,2021-05-14 21:00:00
US,2021-05-14 21:27:48,1.0,"Orlando, FL",Orlando,city,0.0,i keep falling asleep is it the depression or the vaccine,0.0,0,Orlando,FL,Florida,Orange,28.4772,-81.3369,2021-05-14 21:00:00
US,2021-05-14 21:27:34,57.0,"Washington, DC",Washington,city,33.0,grab some friends tell your family and let them know we re going to meet us at mlk deli from,1.0,1,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,2021-05-14 21:00:00
US,2021-05-14 21:27:02,0.0,"North Charleston, SC",North Charleston,city,0.0,i had zero side effects from pfizer 2,0.0,1,North Charleston,SC,South Carolina,Charleston,32.9066,-80.0722,2021-05-14 21:00:00
US,2021-05-14 21:26:58,3.0,"Selma, CA",Selma,city,1.0,this vaccine kicking my ass rn,0.0,0,Selma,CA,California,Fresno,36.5715,-119.6143,2021-05-14 21:00:00
US,2021-05-14 21:26:29,0.0,"Boynton Beach, FL",Boynton Beach,city,0.0,no vaccine for me,0.0,0,Boynton Beach,FL,Florida,Palm Beach,26.5281,-80.0811,2021-05-14 21:00:00
US,2021-05-14 21:26:26,5.0,"Mountain View, CA",Mountain View,city,0.0,the girl who gave me the second pfizer shot has the same birthday as me so m taking that as sign that won be on my deathbed tmw,0.0,1,Mountain View,CA,California,Santa Clara,37.4,-122.0796,2021-05-14 21:00:00
